id,first_name,last_name,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier,points_vor,rank,floor_vor,floor_rank,ceiling_vor,ceiling_rank,pos_ecr,sd_ecr,ecr,risk,adp,adp_diff,full_name
14098,Damarea,Crockett,HOU,RB,NA,0,RB,weighted,29.68,106,0.42275777323579433,NaN,29.68,29.68,NA,-96.33154933511736,376,-96.33154933511736,362,-96.33154933511736,512,97,17,291.7,7.246623945337669,150.97,225.03,Damarea Crockett
14099,Darrin,Hall,GBP,RB,23,0,RB,average,0,238,0,NA,0,0,NA,-144.67762404726122,664,-144.67762404726122,704,-144.67762404726122,675,142,13,NA,5.844351352450251,NA,NA,Darrin Hall
14099,Darrin,Hall,GBP,RB,23,0,RB,robust,0,238,0,0,0,0,NA,-144.16298499381827,654,-144.16298499381827,704,-144.16298499381827,675,142,13,NA,5.844351352450251,NA,NA,Darrin Hall
14099,Darrin,Hall,GBP,RB,23,0,RB,weighted,0,191,0,NaN,0,0,NA,-126.01154933511735,535,-126.01154933511735,490,-126.01154933511735,665,142,13,NA,5.844351352450251,NA,NA,Darrin Hall
14101,N'Keal,Harry,NEP,WR,22,0,WR,average,112.45322907246926,85,6.643256247297117,34.46148443006808,76.70100000000001,164.58499999999998,8,-36.31663132129968,260,-72.06886039376893,259,15.815139606231043,226,60.8,12.9,158.9,4.8408045207088675,130.3775,129.6225,N'Keal Harry
14101,N'Keal,Harry,NEP,WR,22,0,WR,robust,110.02218506679534,83,2.509210614240601,27.21218916006157,76.70100000000001,164.58499999999998,8,-39.36694028773519,264,-72.68812535453053,259,15.195874645469445,226,60.8,12.9,158.9,4.8408045207088675,130.3775,133.6225,N'Keal Harry
14101,N'Keal,Harry,NEP,WR,22,0,WR,weighted,113.61477393020435,83,7.699758860687737,36.76441321762924,69.68,164.39368181818182,8,-36.317239294747296,251,-80.25201322495164,266,14.461668593230172,210,60.8,12.9,158.9,4.8408045207088675,130.3775,120.6225,N'Keal Harry
14102,DK,Metcalf,SEA,WR,22,0,WR,average,120.6852501718849,78,0.4755835052182391,14.598763274076445,99.064,136.1993925089027,8,-28.084610221884034,241,-49.705860393768944,210,-12.570467884866247,294,64.2,10,170.3,4.112682709239974,131.8775,109.1225,DK Metcalf
14102,DK,Metcalf,SEA,WR,22,0,WR,robust,120.34335446746525,80,3.5167294674652396,7.8577799999999955,99.064,136.1993925089027,8,-29.045770887065288,246,-50.32512535453054,210,-13.189732845627844,294,64.2,10,170.3,4.112682709239974,131.8775,114.1225,DK Metcalf
14102,DK,Metcalf,SEA,WR,22,0,WR,weighted,120.74786760157978,77,1.722838833935242,15.545532447873057,94.54,135.64977206715614,8,-29.18414562337186,236,-55.39201322495164,210,-14.28224115779551,282,64.2,10,170.3,4.112682709239974,131.8775,104.1225,DK Metcalf
14104,A.J.,Brown,TEN,WR,NA,0,WR,average,94.8200441264785,92,0.780380564778568,37.913042695076506,46.1535,148.0151223148311,9,-53.94981626729043,288,-102.61636039376893,335,-0.7547380789378337,270,77.3,10.5,219.8,4.238220952596679,213.40999999999997,74.59000000000003,A.J. Brown
14104,A.J.,Brown,TEN,WR,NA,0,WR,robust,95.42115968152845,92,2.4133697664621536,34.53716699999999,46.1535,148.0151223148311,9,-53.967965673002084,285,-103.23562535453053,335,-1.3740030396994314,270,77.3,10.5,219.8,4.238220952596679,213.40999999999997,71.59000000000003,A.J. Brown
14104,A.J.,Brown,TEN,WR,NA,0,WR,weighted,91.15106146179748,93,2.8296196436370593,39.69175665932948,39.29,145.87952560877358,9,-58.780951763154164,288,-110.64201322495165,336,-4.05248761617807,265,77.3,10.5,219.8,4.238220952596679,213.40999999999997,74.59000000000003,A.J. Brown
14105,Marquise,Brown,BAL,WR,22,0,WR,average,129.99175337422636,73,1.645373243314424,37.02643539007392,83.15,182.17249999999999,7,-18.778107019542574,218,-65.61986039376893,250,33.40263960623105,155,75.5,13.1,213.6,4.891019818051549,166.18,51.81999999999999,Marquise Brown
14105,Marquise,Brown,BAL,WR,22,0,WR,robust,128.1266955239629,72,0.979185119171774,17.706106667654762,83.15,182.17249999999999,7,-21.26242983056764,225,-66.23912535453053,250,32.78337464546945,155,75.5,13.1,213.6,4.891019818051549,166.18,58.81999999999999,Marquise Brown
14105,Marquise,Brown,BAL,WR,22,0,WR,weighted,134.28687673033593,67,0.4752435595960094,40.58908972296673,66.84,183.90331875,7,-15.645136494615713,198,-83.09201322495164,271,33.971305525048365,125,75.5,13.1,213.6,4.891019818051549,166.18,31.819999999999993,Marquise Brown
14106,Hakeem,Butler,ARI,WR,23,0,WR,average,38.87386666666667,149,0.8996916666666692,22.226516749144476,8.027599999999998,54.204,10,-109.89599372710227,455,-140.74226039376893,477,-94.56586039376893,475,101.6,12.3,291.7,4.690158628680821,150.84,304.15999999999997,Hakeem Butler
14106,Hakeem,Butler,ARI,WR,23,0,WR,robust,45.217,134,1.0837142857142865,10.496807999999996,8.027599999999998,54.204,10,-104.17212535453054,419,-141.36152535453053,477,-95.18512535453053,475,101.6,12.3,291.7,4.690158628680821,150.84,268.15999999999997,Hakeem Butler
14106,Hakeem,Butler,ARI,WR,23,0,WR,weighted,35.73106464807548,148,1.7518632733438722,23.311032266378287,0.07,51.08047,10,-114.20094857687616,443,-149.86201322495162,504,-98.85154322495164,467,101.6,12.3,291.7,4.690158628680821,150.84,292.15999999999997,Hakeem Butler
14107,JJ,Arcega-Whiteside,PHI,WR,NA,0,WR,average,80.20799199416712,103,1.2836705655956848,45.87350739561824,30.826,131.45196797666847,10,-68.56186839960182,320,-117.94386039376894,378,-17.317892417100467,306,92.9,13.2,266.9,4.91612746672289,218.13,101.87,JJ Arcega-Whiteside
14107,JJ,Arcega-Whiteside,PHI,WR,NA,0,WR,robust,78.46000000000001,105,2.5105000000000075,63.136520999999995,30.826,131.45196797666847,10,-70.92912535453053,320,-118.56312535453054,378,-17.937157377862064,306,92.9,13.2,266.9,4.91612746672289,218.13,101.87,JJ Arcega-Whiteside
14107,JJ,Arcega-Whiteside,PHI,WR,NA,0,WR,weighted,85.17373313635304,97,1.2590785402311298,50.232623700000794,24.82,131.12370560015003,10,-64.75828008859861,300,-125.11201322495165,388,-18.808307624801614,290,92.9,13.2,266.9,4.91612746672289,218.13,81.87,JJ Arcega-Whiteside
14109,Terry,McLaurin,WAS,WR,23,0,WR,average,81.02132649627721,101,0.5410286937764823,44.75160967001637,25.788000000000004,128.6345,10,-67.74853389749173,317,-122.98186039376893,405,-20.135360393768934,311,90,17.6,250.9,6.020864008261902,208.47500000000002,108.52499999999998,Terry McLaurin
14109,Terry,McLaurin,WAS,WR,23,0,WR,robust,84.92988167502331,99,1.9195259684575916,70.686610224195,25.788000000000004,128.6345,10,-64.45924367950722,305,-123.60112535453052,405,-20.754625354530532,311,90,17.6,250.9,6.020864008261902,208.47500000000002,96.52499999999998,Terry McLaurin
14109,Terry,McLaurin,WAS,WR,23,0,WR,weighted,80.83428702226352,105,0.2352777487304678,48.598355787943476,15.240000000000002,128.6305659090909,10,-69.09772620268812,316,-134.69201322495167,423,-21.30144731586074,297,90,17.6,250.9,6.020864008261902,208.47500000000002,107.52499999999998,Terry McLaurin
14112,Parris,Campbell,IND,WR,22,0,WR,average,121.89206961653012,76,1.019694530587671,34.842878236844705,78.261,173.4211283214606,8,-26.877790777238815,238,-70.50886039376894,256,24.651267927691663,192,67,10.4,181.3,4.213113303925338,159.685,78.315,Parris Campbell
14112,Parris,Campbell,IND,WR,22,0,WR,robust,120.6968966744428,77,0.18264667444279326,22.714914599999997,78.261,173.4211283214606,8,-28.692228680087737,243,-71.12812535453054,256,24.032002966930065,192,67,10.4,181.3,4.213113303925338,159.685,83.315,Parris Campbell
14112,Parris,Campbell,IND,WR,22,0,WR,weighted,121.74566654224094,76,1.7766047079447276,37.21631644284573,69.63,173.32575427444485,8,-28.186346682710706,235,-80.30201322495165,267,23.3937410494932,175,67,10.4,181.3,4.213113303925338,159.685,75.315,Parris Campbell
14113,Mecole,Hardman,KCC,WR,21,0,WR,average,94.26080533284876,93,0.7624013450600557,53.85820918041826,27.266700000000004,164.8745299730274,9,-54.509055060920176,289,-121.50316039376894,398,16.104669579258456,224,79,13.3,222.9,4.941235115394232,148.26500000000001,140.73499999999999,Mecole Hardman
14113,Mecole,Hardman,KCC,WR,21,0,WR,robust,91.00832506870009,95,3.1202200266832847,55.7739294,27.266700000000004,164.8745299730274,9,-58.380800285830446,294,-122.12242535453053,398,15.485404618496858,224,79,13.3,222.9,4.941235115394232,148.26500000000001,145.73499999999999,Mecole Hardman
14113,Mecole,Hardman,KCC,WR,21,0,WR,weighted,96.16442500125886,91,4.413894270360117,56.80856891695433,14.4,164.79263135371122,9,-53.76758822369278,277,-135.53201322495164,426,14.860618128759569,208,79,13.3,222.9,4.941235115394232,148.26500000000001,128.73499999999999,Mecole Hardman
14114,Kelvin,Harmon,WAS,WR,23,0,WR,average,0.477,212,0.18066666666666664,0.6201326471006022,-0.15614999999999996,0.63315,13,-148.29286039376893,685,-148.92601039376893,621,-148.13671039376894,702,122.3,18.7,319.5,6.297048143646654,150.99,534.01,Kelvin Harmon
14114,Kelvin,Harmon,WAS,WR,23,0,WR,robust,0.477,212,0.21899999999999997,0.6501201,-0.15614999999999996,0.63315,13,-148.91212535453053,684,-149.54527535453053,621,-148.75597535453053,702,122.3,18.7,319.5,6.297048143646654,150.99,533.01,Kelvin Harmon
14114,Kelvin,Harmon,WAS,WR,23,0,WR,weighted,0.677,205,0.13201015479924405,NaN,0.677,0.677,13,-149.25501322495165,622,-149.25501322495165,501,-149.25501322495165,693,122.3,18.7,319.5,6.297048143646654,150.99,471.01,Kelvin Harmon
